Postavka,ROI_mean,ROI_std,Trajanje_mean,Trajanje_std
Standardni GA,28.984999999999996,1.5432384780065591,199.21612116179566,10.690781257299259
Bez mutacije,27.627,1.5811770931809002,193.49697232468043,11.364264315033878
Bez križanja,25.883999999999997,1.864651173812411,191.51434108597869,9.174088770418228
Više generacija,31.183,0.9277289474841234,205.02642771986785,13.649266678209335
Veća populacija,31.683,0.7203755964772816,213.6944300120295,5.5739104551543655
