Scenarij,ROI_mean,ROI_std,Trajanje_mean,Trajanje_std
Random Search (MC),17.139999999999997,3.552713678800501e-15,143.55506704587717,1.0606588087314437
GA (samo ROI),17.139999999999997,3.552713678800501e-15,143.5596557237597,0.4735011073484975
GA+MC (NSGA-II),17.139999999999997,3.552713678800501e-15,141.602567934159,0.5217161367135604
